order_id,customer_id,seller_id,order_date,total_items,total_amount,payment_method,order_status
4016,821,26,2024-11-06,1,30053,COD,Delivered
4017,690,28,2024-06-03,2,23131,COD,Cancelled
4018,716,8,2024-12-01,1,861,UPI,Returned
4019,510,18,2024-01-30,1,6838,UPI,Returned
4020,543,47,2024-04-26,4,4608,Wallet,Returned
4021,239,30,2024-10-31,3,31684,UPI,Cancelled
4022,391,16,2024-01-24,3,12557,UPI,Returned
4023,131,49,2024-07-29,2,37001,COD,Returned
4024,664,8,2024-12-23,5,35338,Credit Card,Delivered
4025,977,29,2024-01-15,3,21445,Wallet,Returned
4026,208,30,2024-09-22,3,18494,COD,Delivered
4027,95,4,2024-08-20,4,14701,Wallet,Cancelled
4028,517,44,2024-03-22,1,46270,UPI,Delivered
4029,663,26,2024-04-21,3,35695,COD,Returned
4030,9,49,2024-04-04,2,7447,Wallet,Cancelled
4031,604,19,2024-04-24,3,48464,COD,Delivered
4032,980,11,2024-03-14,1,40942,Wallet,Delivered
4033,900,10,2024-09-05,2,7168,UPI,Cancelled
4034,742,4,2024-02-27,5,1922,Wallet,Delivered
4035,93,35,2024-08-10,4,20895,Wallet,Returned
4036,956,17,2024-03-08,4,2025,Credit Card,Returned
4037,581,42,2024-01-03,3,43540,Wallet,Returned
4038,914,4,2024-05-13,5,15775,Wallet,Cancelled
4039,386,16,2024-05-11,5,43439,Wallet,Cancelled
4040,134,6,2024-02-14,2,41179,COD,Delivered
4041,863,14,2024-09-05,1,35750,UPI,Delivered
4042,45,30,2024-10-17,2,43673,Wallet,Delivered
4043,39,5,2024-11-14,3,41596,COD,Delivered
4044,280,43,2024-03-03,3,31318,UPI,Delivered
4045,353,43,2024-03-26,1,26039,COD,Cancelled
4046,692,50,2024-08-08,2,44304,Credit Card,Delivered
4047,132,3,2024-02-11,4,8477,Wallet,Returned
4048,883,21,2024-03-27,5,43192,UPI,Cancelled
4049,490,31,2024-08-10,2,10455,UPI,Returned
4050,871,16,2024-10-01,2,43029,COD,Returned
4051,299,46,2024-02-22,1,25483,Credit Card,Cancelled
4052,13,38,2024-05-06,4,5512,Wallet,Delivered
4053,300,47,2024-05-01,1,48466,UPI,Delivered
4054,681,36,2024-05-28,2,44160,COD,Delivered
4055,170,39,2024-05-28,2,47654,UPI,Cancelled
4056,806,10,2024-03-23,4,36490,Credit Card,Returned
4057,625,1,2024-04-15,4,24623,Credit Card,Cancelled
4058,209,41,2024-03-13,5,30250,UPI,Cancelled
4059,602,36,2024-06-23,3,22431,COD,Delivered
4060,970,43,2024-09-21,3,21189,COD,Returned
4061,531,30,2024-01-20,2,1951,UPI,Delivered
4062,718,20,2024-09-21,1,34322,UPI,Returned
4063,665,30,2024-07-03,4,43100,Credit Card,Delivered
4064,719,30,2024-12-19,1,1913,COD,Cancelled
4065,402,1,2024-12-12,1,18238,UPI,Cancelled
4066,426,43,2024-06-29,3,9869,Wallet,Delivered
4067,782,44,2024-03-07,2,34185,COD,Cancelled
4068,235,46,2024-03-26,3,15269,Wallet,Delivered
4069,22,11,2024-01-14,2,10940,UPI,Cancelled
4070,233,46,2024-10-16,3,3900,Wallet,Returned
4071,251,13,2024-06-29,2,3816,COD,Cancelled
4072,60,8,2024-12-19,1,12547,UPI,Cancelled
4073,333,20,2024-04-11,3,42390,Wallet,Delivered
4074,194,39,2024-12-13,2,2049,COD,Delivered
4075,459,48,2024-07-07,2,39402,COD,Cancelled
4076,676,24,2024-02-03,5,2952,COD,Returned
4077,501,29,2024-05-20,2,26150,UPI,Delivered
4078,348,50,2024-08-20,4,47734,COD,Returned
4079,664,5,2024-04-03,1,3742,UPI,Cancelled
4080,282,14,2024-01-06,3,49022,COD,Delivered
4081,272,43,2024-10-20,2,32314,Credit Card,Returned
4082,887,4,2024-11-04,3,5583,Credit Card,Cancelled
4083,173,50,2024-08-20,3,37265,Credit Card,Delivered
4084,953,44,2024-08-23,5,28267,Wallet,Returned
4085,959,34,2024-07-21,5,33712,UPI,Cancelled
4086,804,9,2024-07-27,1,48912,UPI,Cancelled
4087,716,32,2024-07-18,3,48686,COD,Cancelled
4088,622,28,2024-07-06,2,15235,COD,Returned
4089,56,45,2024-05-28,3,26542,Wallet,Delivered
4090,759,50,2024-01-17,3,45149,Wallet,Returned
4091,475,17,2024-09-14,2,38416,UPI,Returned
4092,398,27,2024-07-24,5,36429,COD,Returned
4093,229,10,2024-10-07,2,33429,UPI,Delivered
4094,900,25,2024-03-26,1,39313,Wallet,Cancelled
4095,107,17,2024-12-01,2,12990,UPI,Cancelled
4096,281,29,2024-01-28,1,35725,UPI,Delivered
4097,734,35,2024-12-01,2,49690,UPI,Cancelled
4098,572,11,2024-12-24,3,22989,UPI,Returned
4099,784,39,2024-02-15,1,6982,Credit Card,Returned
4100,905,11,2024-06-23,4,46491,Wallet,Cancelled
4101,514,1,2024-12-22,4,27646,Wallet,Cancelled
4102,915,13,2024-05-07,5,38142,UPI,Cancelled
4103,101,12,2024-10-28,3,5625,COD,Returned
4104,1,16,2024-10-18,2,20937,UPI,Cancelled
4105,150,23,2024-08-26,3,31657,UPI,Delivered
4106,888,9,2024-04-04,2,3992,UPI,Cancelled
4107,279,10,2024-04-01,1,22434,UPI,Returned
4108,364,21,2024-12-24,3,7897,Credit Card,Delivered
4109,722,38,2024-12-05,3,17389,Credit Card,Cancelled
4110,598,14,2024-05-31,5,17334,Wallet,Delivered
4111,522,10,2024-05-05,2,30013,Credit Card,Cancelled
4112,690,17,2024-04-09,1,44492,Wallet,Delivered
4113,278,40,2024-10-17,2,46586,Wallet,Delivered
4114,252,6,2024-05-18,3,33793,Credit Card,Returned
4115,747,48,2024-11-23,4,22541,Wallet,Delivered
4116,158,23,2024-02-19,1,13540,Credit Card,Cancelled
4117,596,45,2024-12-31,2,36852,Wallet,Cancelled
4118,744,35,2024-03-28,2,14618,UPI,Delivered
4119,313,9,2024-12-15,4,4620,Credit Card,Cancelled
4120,728,26,2024-05-21,2,46148,COD,Cancelled
4121,555,34,2024-10-25,2,26833,COD,Returned
4122,125,23,2024-07-23,5,39089,UPI,Cancelled
4123,755,29,2024-05-20,5,43952,Credit Card,Cancelled
4124,815,42,2024-10-13,2,30138,UPI,Cancelled
4125,892,6,2024-09-02,2,39774,Wallet,Delivered
4126,901,20,2024-03-17,5,44004,Credit Card,Cancelled
4127,565,5,2024-06-25,5,18382,COD,Returned
4128,613,3,2024-01-16,4,21273,COD,Returned
4129,571,48,2024-07-21,3,21442,COD,Delivered
4130,429,46,2024-09-28,5,4911,Credit Card,Returned
4131,688,31,2024-05-16,2,6989,UPI,Cancelled
4132,46,31,2024-11-13,2,17943,Credit Card,Returned
4133,690,16,2024-02-05,5,38881,Credit Card,Delivered
4134,738,29,2024-04-28,2,27056,Credit Card,Delivered
4135,528,1,2024-12-15,2,17329,Wallet,Delivered
4136,938,45,2024-01-14,4,28395,Credit Card,Returned
4137,807,23,2024-09-26,4,32063,Wallet,Returned
4138,820,22,2024-04-17,3,45184,Wallet,Cancelled
4139,337,15,2024-12-21,2,38584,Wallet,Delivered
4140,127,36,2024-07-26,2,46286,Credit Card,Returned
4141,82,22,2024-11-03,1,17215,Credit Card,Delivered
4142,424,29,2024-02-19,5,41368,Wallet,Delivered
4143,290,26,2024-03-26,5,25963,UPI,Returned
4144,208,15,2024-03-11,2,36740,COD,Cancelled
4145,583,11,2024-04-01,2,13036,COD,Cancelled
4146,337,25,2024-09-18,1,6793,Credit Card,Delivered
4147,437,40,2024-10-19,4,20585,COD,Returned
4148,601,1,2024-12-10,1,42542,Wallet,Returned
4149,533,25,2024-09-10,2,41403,Credit Card,Cancelled
4150,108,45,2024-02-18,3,39996,UPI,Delivered
4151,433,19,2024-07-16,5,21661,Credit Card,Cancelled
4152,456,32,2024-08-29,2,34586,UPI,Returned
4153,549,1,2024-06-17,3,6976,Credit Card,Returned
4154,321,6,2024-12-29,3,6975,UPI,Delivered
4155,108,28,2024-02-17,2,41835,Wallet,Cancelled
4156,569,13,2024-01-12,3,29346,COD,Delivered
4157,972,5,2024-04-20,3,16618,Wallet,Returned
4158,882,44,2024-03-06,3,10581,Credit Card,Delivered
4159,185,47,2024-07-13,4,16329,Credit Card,Delivered
4160,109,39,2024-11-24,5,9031,Wallet,Returned
4161,595,13,2024-11-29,4,15967,Credit Card,Cancelled
4162,300,34,2024-07-08,1,26499,Wallet,Cancelled
4163,96,36,2024-04-17,1,22507,Credit Card,Cancelled
4164,196,18,2024-06-01,5,43761,UPI,Delivered
4165,651,19,2024-10-09,5,26280,UPI,Delivered
4166,89,9,2024-10-17,3,13024,COD,Returned
4167,387,1,2024-12-23,1,21374,Wallet,Returned
4168,114,4,2024-09-13,4,33234,Wallet,Cancelled
4169,425,42,2024-11-12,4,44661,Wallet,Delivered
4170,478,22,2024-05-12,3,44857,Wallet,Cancelled
4171,401,1,2024-10-05,5,10263,COD,Cancelled
4172,919,24,2024-10-16,2,14481,Credit Card,Returned
4173,736,2,2024-08-07,1,48369,UPI,Delivered
4174,878,26,2024-11-16,4,12152,COD,Cancelled
4175,747,50,2024-08-05,2,34770,Credit Card,Returned
4176,773,34,2024-09-25,4,26374,COD,Cancelled
4177,220,45,2024-12-26,3,33844,Wallet,Delivered
4178,110,43,2024-10-05,1,34368,Wallet,Cancelled
4179,624,19,2024-05-12,4,24838,UPI,Cancelled
4180,189,26,2024-07-13,2,10176,UPI,Delivered
4181,746,36,2024-10-12,1,33349,COD,Delivered
4182,559,49,2024-06-06,3,8791,UPI,Returned
4183,386,43,2024-11-11,4,23993,COD,Returned
4184,196,5,2024-04-08,2,15356,Wallet,Returned
4185,488,41,2024-09-27,3,33370,COD,Cancelled
4186,568,35,2024-08-01,5,13852,COD,Cancelled
4187,692,16,2024-08-25,1,35122,COD,Returned
4188,297,31,2024-03-22,3,4463,Credit Card,Cancelled
4189,998,22,2024-05-18,3,28029,COD,Returned
4190,555,42,2024-08-28,4,48320,Credit Card,Delivered
4191,550,21,2024-10-27,2,14698,UPI,Delivered
4192,769,11,2024-05-12,4,31307,Credit Card,Returned
4193,12,4,2024-10-10,4,28731,UPI,Returned
4194,125,41,2024-10-23,2,10060,Wallet,Delivered
4195,711,24,2024-06-27,5,21496,Credit Card,Cancelled
4196,614,32,2024-03-07,3,7690,Credit Card,Delivered
4197,754,42,2024-10-22,1,3079,UPI,Delivered
4198,311,10,2024-02-04,1,24724,UPI,Delivered
4199,439,23,2024-08-07,3,12135,Wallet,Returned
4200,221,17,2024-08-19,5,45383,UPI,Cancelled
4201,103,48,2024-04-10,4,49910,COD,Delivered
4202,838,34,2024-04-29,4,20173,COD,Delivered
4203,877,12,2024-12-08,5,5547,COD,Delivered
4204,368,33,2024-05-04,3,1474,Credit Card,Returned
4205,408,24,2024-09-17,3,21871,Credit Card,Returned
4206,374,42,2024-01-17,4,34182,Credit Card,Returned
4207,139,35,2024-08-10,1,2832,UPI,Cancelled
4208,449,40,2024-04-04,3,31995,Credit Card,Delivered
4209,386,4,2024-10-22,2,30291,COD,Returned
4210,91,11,2024-04-19,4,23208,COD,Returned
4211,858,2,2024-06-09,5,27592,UPI,Returned
4212,245,15,2024-11-30,3,41950,Credit Card,Returned
4213,394,7,2024-01-24,3,8998,Credit Card,Returned
4214,942,14,2024-11-08,4,23801,Credit Card,Returned
4215,905,25,2024-04-05,3,28129,COD,Returned
4216,329,49,2024-06-04,5,29619,COD,Returned
4217,593,46,2024-05-29,2,10484,Credit Card,Cancelled
4218,921,33,2024-02-05,2,2388,Wallet,Cancelled
4219,508,43,2024-08-13,4,24429,UPI,Cancelled
4220,952,7,2024-08-23,5,793,Wallet,Returned
4221,34,34,2024-07-21,2,48645,Credit Card,Cancelled
4222,867,20,2024-01-11,3,20921,UPI,Cancelled
4223,104,26,2024-11-01,3,1673,COD,Delivered
4224,13,16,2024-06-10,1,31461,Credit Card,Returned
4225,423,42,2024-09-05,1,15470,Credit Card,Delivered
4226,362,11,2024-02-29,5,13609,Wallet,Returned
4227,303,42,2024-01-11,4,49268,Credit Card,Delivered
4228,758,33,2024-11-12,1,15607,Credit Card,Returned
4229,890,11,2024-10-12,1,43088,COD,Cancelled
4230,677,2,2024-04-18,5,45371,COD,Delivered
4231,647,20,2024-06-09,1,46648,Wallet,Returned
4232,78,8,2024-07-18,1,6939,Wallet,Cancelled
4233,108,32,2024-04-01,2,30272,Credit Card,Delivered
4234,129,12,2024-07-12,4,24413,UPI,Delivered
4235,58,16,2024-02-02,1,23073,Wallet,Returned
4236,544,41,2024-03-28,4,34796,Credit Card,Returned
4237,480,14,2024-12-22,4,36696,UPI,Delivered
4238,109,27,2024-01-28,2,37437,COD,Returned
4239,462,7,2024-04-14,4,46297,Credit Card,Delivered
4240,806,1,2024-07-29,2,40284,Credit Card,Returned
4241,231,14,2024-12-17,5,26185,COD,Returned
4242,299,39,2024-03-16,3,6168,COD,Returned
4243,171,8,2024-07-28,5,24737,Credit Card,Delivered
4244,804,5,2024-09-20,3,36412,UPI,Returned
4245,937,14,2024-06-01,3,47166,COD,Returned
4246,81,30,2024-08-21,5,37268,UPI,Cancelled
4247,114,17,2024-02-24,4,9635,UPI,Returned
4248,790,21,2024-04-12,3,8441,Wallet,Returned
4249,642,19,2024-11-23,1,41380,Wallet,Delivered
4250,185,35,2024-03-14,5,14700,UPI,Cancelled
4251,413,7,2024-06-16,4,36316,Credit Card,Returned
4252,791,27,2024-11-13,4,5690,COD,Cancelled
4253,231,32,2024-12-17,2,19806,UPI,Delivered
4254,827,48,2024-07-16,4,17865,Credit Card,Returned
4255,187,27,2024-08-27,2,48847,COD,Cancelled
4256,619,33,2024-01-30,1,7784,Credit Card,Cancelled
4257,514,36,2024-07-03,2,12501,Wallet,Cancelled
4258,290,24,2024-03-18,3,2851,Credit Card,Delivered
4259,301,46,2024-04-23,4,36373,UPI,Delivered
4260,37,35,2024-02-22,2,9823,Wallet,Returned
4261,565,27,2024-06-16,2,4416,COD,Cancelled
4262,378,27,2024-01-25,1,3415,Wallet,Cancelled
4263,273,22,2024-10-01,2,26526,COD,Cancelled
4264,940,9,2024-08-03,3,15884,COD,Cancelled
4265,730,28,2024-06-30,3,45147,Credit Card,Returned
4266,253,14,2024-02-27,2,35220,Credit Card,Delivered
4267,284,32,2024-10-18,2,30825,Wallet,Cancelled
4268,854,7,2024-07-10,3,46517,Credit Card,Cancelled
4269,634,8,2024-01-14,1,30862,Credit Card,Cancelled
4270,709,26,2024-08-24,1,12224,Wallet,Delivered
4271,81,8,2024-02-23,3,16392,Credit Card,Returned
4272,538,45,2024-03-05,3,16280,COD,Returned
4273,186,36,2024-05-31,4,24576,COD,Delivered
4274,517,32,2024-06-16,3,43155,UPI,Delivered
4275,457,44,2024-03-07,5,45085,Wallet,Delivered
4276,780,26,2024-04-22,2,19324,UPI,Delivered
4277,516,11,2024-10-27,5,49361,UPI,Delivered
4278,956,3,2024-03-07,3,25270,COD,Delivered
4279,229,33,2024-09-03,3,14091,UPI,Returned
4280,78,13,2024-09-19,4,10860,UPI,Cancelled
4281,558,20,2024-10-17,1,46157,UPI,Cancelled
4282,178,4,2024-12-07,2,49175,Wallet,Returned
4283,575,5,2024-11-23,4,8074,Credit Card,Returned
4284,815,1,2024-02-03,4,49258,COD,Delivered
4285,718,31,2024-05-22,5,29331,Wallet,Cancelled
4286,357,12,2024-02-17,2,48031,Credit Card,Returned
4287,353,4,2024-07-19,5,28121,COD,Returned
4288,124,32,2024-09-22,1,17664,Credit Card,Delivered
4289,786,14,2024-08-09,5,15988,Credit Card,Cancelled
4290,700,47,2024-05-06,2,48963,Credit Card,Returned
4291,32,46,2024-02-09,5,27989,UPI,Returned
4292,357,7,2024-03-23,2,27503,UPI,Cancelled
4293,602,43,2024-11-02,5,18373,COD,Returned
4294,687,39,2024-06-14,5,49474,UPI,Cancelled
4295,224,2,2024-02-14,3,17468,Wallet,Returned
4296,860,12,2024-09-28,5,44272,COD,Cancelled
4297,40,20,2024-02-07,1,20932,Credit Card,Delivered
4298,257,12,2024-10-01,4,39873,UPI,Delivered
4299,809,5,2024-09-28,4,18170,Wallet,Delivered
4300,54,40,2024-06-05,3,23894,Credit Card,Cancelled
4301,353,28,2024-01-14,2,38288,Credit Card,Delivered
4302,41,2,2024-06-18,5,905,Credit Card,Returned
4303,599,12,2024-11-13,5,37868,Wallet,Cancelled
4304,494,25,2024-07-06,5,30133,Wallet,Cancelled
4305,286,45,2024-01-13,3,18290,UPI,Cancelled
4306,41,4,2024-04-25,4,17532,Wallet,Delivered
4307,998,43,2024-06-30,1,13358,COD,Delivered
4308,457,47,2024-08-03,4,42561,Wallet,Returned
4309,399,14,2024-01-24,2,13205,COD,Returned
4310,178,24,2024-05-30,3,15621,Credit Card,Returned
4311,321,20,2024-05-16,5,14308,COD,Cancelled
4312,964,35,2024-10-07,4,33850,Wallet,Returned
4313,270,39,2024-06-18,2,21451,UPI,Cancelled
4314,5,38,2024-06-07,4,16465,Wallet,Cancelled
4315,532,40,2024-12-24,4,26396,UPI,Cancelled
4316,226,44,2024-11-28,2,14257,Wallet,Cancelled
4317,384,45,2024-04-29,1,13801,Credit Card,Cancelled
4318,21,23,2024-08-29,4,44055,COD,Returned
4319,898,15,2024-09-14,5,17652,COD,Cancelled
4320,285,46,2024-03-30,4,28893,COD,Cancelled
4321,170,33,2024-09-02,4,26364,UPI,Delivered
4322,614,10,2024-08-28,4,43324,UPI,Returned
4323,766,37,2024-01-23,1,24950,COD,Delivered
4324,955,50,2024-10-27,2,681,Credit Card,Cancelled
4325,420,16,2024-01-19,5,48312,UPI,Returned
4326,496,23,2024-10-27,4,2872,Credit Card,Delivered
4327,724,12,2024-05-19,5,4517,Wallet,Delivered
4328,595,5,2024-06-01,2,35388,Wallet,Delivered
4329,970,19,2024-01-07,5,32825,COD,Returned
4330,658,7,2024-03-28,1,44536,Wallet,Cancelled
4331,777,2,2024-06-06,2,16443,COD,Cancelled
4332,547,22,2024-08-27,1,20891,UPI,Delivered
4333,711,28,2024-10-03,5,41910,UPI,Cancelled
4334,796,13,2024-12-27,5,39082,Credit Card,Cancelled
4335,836,31,2024-04-04,2,42223,UPI,Returned
4336,481,33,2024-09-19,5,9991,UPI,Cancelled
4337,34,9,2024-01-02,2,19876,UPI,Returned
4338,324,3,2024-04-11,4,15072,COD,Cancelled
4339,945,17,2024-11-08,3,32455,Wallet,Cancelled
4340,675,31,2024-04-09,5,1957,Credit Card,Cancelled
4341,861,40,2024-09-30,4,43904,Wallet,Returned
4342,708,17,2024-09-27,2,30551,COD,Delivered
4343,77,46,2024-12-26,3,41227,Wallet,Returned
4344,715,37,2024-05-17,1,19116,UPI,Cancelled
4345,415,31,2024-01-07,5,30897,COD,Delivered
4346,579,33,2024-06-16,3,28239,COD,Delivered
4347,455,1,2024-10-16,4,10699,COD,Cancelled
4348,267,24,2024-11-01,4,43473,Credit Card,Returned
4349,715,22,2024-08-04,1,29434,UPI,Returned
4350,104,18,2024-12-31,4,19375,Credit Card,Returned
4351,63,33,2024-07-14,2,9310,Wallet,Returned
4352,638,11,2024-12-25,5,11445,COD,Cancelled
4353,298,18,2024-11-09,3,6930,Credit Card,Delivered
4354,628,50,2024-08-18,3,1803,Credit Card,Cancelled
4355,123,37,2024-05-30,2,38494,Credit Card,Delivered
4356,576,11,2024-10-10,3,27940,Credit Card,Delivered
4357,77,11,2024-02-07,2,9007,Credit Card,Delivered
4358,443,2,2024-01-05,1,3874,Credit Card,Returned
4359,794,1,2024-06-15,4,25805,COD,Returned
4360,869,49,2024-06-03,4,3625,Credit Card,Cancelled
4361,888,30,2024-12-08,2,12115,Wallet,Cancelled
4362,503,9,2024-02-03,2,34505,UPI,Delivered
4363,969,24,2024-01-12,5,43377,Credit Card,Delivered
4364,338,15,2024-05-09,3,29034,Wallet,Delivered
4365,975,31,2024-12-21,2,25387,UPI,Cancelled
4366,614,15,2024-09-22,2,5652,UPI,Delivered
4367,892,48,2024-10-13,1,43952,Credit Card,Delivered
4368,702,5,2024-05-22,2,46872,COD,Delivered
4369,95,32,2024-06-23,1,14598,COD,Delivered
4370,732,3,2024-07-13,3,20891,Credit Card,Delivered
4371,508,28,2024-09-24,5,38965,Wallet,Returned
4372,940,29,2024-06-02,5,17678,UPI,Returned
4373,724,44,2024-10-02,2,44141,Wallet,Delivered
4374,499,47,2024-08-26,4,13714,COD,Returned
4375,450,20,2024-02-25,1,44581,Wallet,Returned
4376,859,11,2024-01-28,3,17719,COD,Returned
4377,405,10,2024-11-29,2,39909,Wallet,Returned
4378,67,5,2024-09-11,5,42474,Credit Card,Cancelled
4379,935,19,2024-04-03,3,37374,COD,Returned
4380,66,43,2024-12-10,3,35282,COD,Delivered
4381,899,20,2024-09-02,1,27629,Credit Card,Returned
4382,952,37,2024-08-04,3,30764,UPI,Cancelled
4383,784,48,2024-05-04,1,30337,Wallet,Delivered
4384,448,6,2024-07-23,4,31952,UPI,Cancelled
4385,684,42,2024-07-23,1,4012,UPI,Delivered
4386,740,4,2024-04-20,5,13274,COD,Cancelled
4387,781,41,2024-09-15,5,22887,UPI,Cancelled
4388,423,16,2024-12-23,4,26238,Credit Card,Cancelled
4389,289,1,2024-02-12,1,33996,Credit Card,Delivered
4390,933,5,2024-02-16,1,18946,Credit Card,Delivered
4391,557,7,2024-11-11,2,12668,Credit Card,Returned
4392,458,31,2024-09-16,1,20641,Credit Card,Cancelled
4393,23,45,2024-12-19,3,15752,COD,Cancelled
4394,904,46,2024-03-27,5,48003,Credit Card,Cancelled
4395,282,2,2024-04-01,1,13601,Wallet,Delivered
4396,202,22,2024-12-21,5,49379,Credit Card,Returned
4397,584,26,2024-01-16,4,39705,COD,Cancelled
4398,651,43,2024-04-07,3,26968,UPI,Delivered
4399,873,42,2024-07-21,4,13489,Wallet,Delivered
4400,191,13,2024-11-05,2,20247,COD,Delivered
4401,565,30,2024-05-12,4,14724,UPI,Cancelled
4402,924,10,2024-02-19,4,32002,Wallet,Delivered
4403,538,16,2024-10-03,3,44694,Credit Card,Delivered
4404,117,15,2024-01-29,5,6482,COD,Cancelled
4405,478,23,2024-03-23,5,20976,COD,Cancelled
4406,820,24,2024-01-18,3,39913,UPI,Delivered
4407,284,43,2024-08-06,4,40036,Credit Card,Delivered
4408,57,49,2024-11-20,5,41523,Credit Card,Cancelled
4409,640,17,2024-08-30,4,3796,UPI,Returned
4410,286,23,2024-06-15,3,14261,Credit Card,Cancelled
4411,762,37,2024-10-13,4,20606,COD,Cancelled
4412,285,9,2024-03-15,3,8106,COD,Delivered
4413,12,16,2024-03-03,2,38143,UPI,Cancelled
4414,625,29,2024-11-29,4,41521,Wallet,Delivered
4415,506,29,2024-09-24,3,11174,Wallet,Delivered
4416,778,43,2024-07-15,2,18273,Wallet,Cancelled
4417,859,32,2024-02-06,3,26388,Wallet,Delivered
4418,846,41,2024-06-22,4,14597,Credit Card,Delivered
4419,963,31,2024-04-11,1,44391,Credit Card,Cancelled
4420,362,25,2024-02-15,3,27200,COD,Returned
4421,647,15,2024-06-07,3,29383,UPI,Delivered
4422,213,26,2024-03-02,4,39889,UPI,Delivered
4423,526,29,2024-10-16,4,41324,Credit Card,Returned
4424,983,26,2024-05-26,4,20091,Credit Card,Returned
4425,532,31,2024-12-15,5,27262,Credit Card,Returned
4426,818,45,2024-06-24,3,4078,UPI,Delivered
4427,757,47,2024-03-18,3,10804,COD,Delivered
4428,769,46,2024-08-22,4,9150,UPI,Cancelled
4429,35,8,2024-05-06,1,14630,Wallet,Returned
4430,117,13,2024-04-13,5,15022,UPI,Returned
4431,698,27,2024-03-09,3,1242,Wallet,Returned
4432,778,36,2024-04-27,5,39454,COD,Delivered
4433,839,19,2024-07-10,5,20297,COD,Cancelled
4434,831,21,2024-01-25,2,49502,Wallet,Delivered
4435,676,33,2024-03-24,4,5625,COD,Delivered
4436,702,46,2024-08-01,4,1731,UPI,Returned
4437,414,41,2024-02-26,4,46424,COD,Delivered
4438,478,33,2024-02-05,1,17306,Credit Card,Returned
4439,2,50,2024-11-08,2,5929,Credit Card,Delivered
4440,532,30,2024-06-10,2,10719,UPI,Cancelled
4441,259,47,2024-06-15,2,23028,COD,Returned
4442,198,3,2024-10-16,1,12289,UPI,Delivered
4443,178,18,2024-12-14,4,7169,Wallet,Returned
4444,246,27,2024-09-24,4,15655,COD,Returned
4445,356,29,2024-02-05,3,22827,UPI,Returned
4446,892,9,2024-12-29,1,18347,COD,Cancelled
4447,292,42,2024-02-08,5,45161,UPI,Cancelled
4448,98,27,2024-09-07,4,27003,Credit Card,Delivered
4449,616,36,2024-09-28,2,42501,COD,Returned
4450,380,10,2024-08-20,5,11670,UPI,Cancelled
4451,646,42,2024-04-09,4,44136,Credit Card,Delivered
4452,688,48,2024-10-06,2,17973,Credit Card,Delivered
4453,650,11,2024-03-05,3,48648,Credit Card,Cancelled
4454,954,8,2024-11-21,3,47679,COD,Returned
4455,915,43,2024-09-18,1,17113,Credit Card,Delivered
4456,386,44,2024-03-22,3,42647,UPI,Delivered
4457,250,40,2024-09-09,3,12464,UPI,Returned
4458,287,46,2024-01-29,4,35824,Wallet,Delivered
4459,231,2,2024-03-09,5,7959,COD,Returned
4460,966,43,2024-09-15,3,12109,Credit Card,Returned
4461,461,25,2024-12-30,1,17534,Wallet,Delivered
4462,449,19,2024-09-08,1,16236,COD,Delivered
4463,444,44,2024-07-27,5,7872,Wallet,Cancelled
4464,993,23,2024-04-15,5,35810,Wallet,Returned
4465,372,9,2024-10-31,3,7443,UPI,Returned
4466,795,38,2024-07-19,2,37158,Credit Card,Cancelled
4467,592,23,2024-12-02,5,30357,UPI,Returned
4468,498,25,2024-01-28,2,9507,UPI,Cancelled
4469,412,14,2024-11-26,1,2315,UPI,Returned
4470,85,4,2024-08-16,1,35391,Wallet,Delivered
4471,702,43,2024-08-20,3,41834,UPI,Delivered
4472,627,3,2024-07-15,4,8834,Credit Card,Delivered
4473,887,39,2024-03-28,2,7086,UPI,Cancelled
4474,467,9,2024-02-10,2,1223,Credit Card,Cancelled
4475,759,10,2024-06-16,3,47892,COD,Cancelled
4476,750,5,2024-06-17,1,49833,Wallet,Delivered
4477,496,34,2024-01-29,2,14290,COD,Returned
4478,651,24,2024-10-22,1,3235,COD,Returned
4479,818,30,2024-09-19,5,6438,Wallet,Returned
4480,299,7,2024-09-07,4,48858,UPI,Returned
4481,43,15,2024-06-07,1,5873,COD,Cancelled
4482,32,31,2024-02-25,3,20040,Credit Card,Delivered
4483,629,18,2024-08-24,5,2312,UPI,Cancelled
4484,975,18,2024-01-24,4,33736,Wallet,Returned
4485,459,26,2024-05-19,4,35642,Credit Card,Delivered
4486,82,43,2024-09-01,4,9761,COD,Returned
4487,673,34,2024-04-11,4,23648,Wallet,Returned
4488,755,44,2024-08-20,5,21282,COD,Returned
4489,334,22,2024-12-08,1,13448,Credit Card,Cancelled
4490,850,49,2024-05-16,2,40778,UPI,Cancelled
4491,735,25,2024-04-20,3,10664,COD,Delivered
4492,755,29,2024-02-05,3,8994,UPI,Delivered
4493,880,9,2024-07-23,2,8624,UPI,Cancelled
4494,499,32,2024-02-09,2,33562,COD,Delivered
4495,371,17,2024-11-20,2,29012,COD,Returned
4496,556,42,2024-02-23,4,19650,UPI,Cancelled
4497,157,22,2024-11-26,1,27438,Wallet,Cancelled
4498,357,1,2024-02-21,5,44621,COD,Delivered
4499,588,2,2024-01-03,5,37336,UPI,Cancelled
4500,933,42,2024-12-28,5,41994,Credit Card,Cancelled
4501,481,25,2024-04-08,1,10995,Wallet,Returned
4502,640,11,2024-09-07,5,4190,COD,Delivered
4503,345,19,2024-05-29,5,42059,Wallet,Cancelled
4504,210,19,2024-09-03,3,12341,Credit Card,Cancelled
4505,967,23,2024-01-04,1,17427,COD,Delivered
